02ba,8,8e,30,dc,1e,34,f7,f1,23,T
05a5,8,29,4b,0a,45,0c,5b,58,86,T
0474,8,e1,cb,63,37,39,4b,2c,b4,T
0608,8,c4,0b,47,be,d7,d5,80,ca,T
0794,8,13,e2,9e,fc,a3,02,94,5f,T
03f3,8,09,1a,f2,c4,6b,18,45,eb,T
04bc,8,17,c5,19,37,1e,04,41,11,T
014e,8,30,3c,92,97,ed,0d,33,0a,T
044c,8,c7,0e,ee,00,b0,07,8b,d8,T
039c,8,14,b3,e9,c6,39,1d,be,26,T
043d,8,53,cd,4e,57,e0,7a,18,18,T
0493,8,3d,ac,98,3f,0d,0e,40,0e,T
03cc,8,9d,c7,17,81,ab,8c,4e,c1,T
0081,8,66,13,68,e1,fa,86,8f,9d,T
0363,8,e6,e6,9d,b0,d3,b9,79,c0,T
07ae,8,a4,71,94,4a,cc,50,40,e8,T
02d4,8,9a,7c,18,1e,7d,fb,f8,df,T
04b4,8,3e,d9,3f,9e,c0,04,49,ce,T
01e5,8,11,7b,1b,e3,57,d6,ce,06,T
0538,8,94,35,72,a4,eb,c1,f3,1a,T
0674,8,fa,f2,3b,0c,c3,19,01,3f,T
0252,8,6e,4f,c3,a4,01,6e,cc,2a,T
07e2,8,39,69,9f,10,7f,e3,a2,dd,T
0017,8,a5,5a,0b,b8,02,4f,50,7b,T
01b4,8,d4,b0,5d,43,14,93,26,ef,T
06b6,8,37,d2,27,f1,1d,d2,90,1e,T
0772,8,ef,4e,b9,ac,ed,b6,4f,da,T
04fc,8,f5,65,28,67,e0,27,de,4c,T
014c,8,7a,c1,64,bc,ac,07,c3,78,T
00a0,8,77,c5,58,a4,b8,a2,0d,84,T
0222,8,4f,8f,99,65,60,c8,ee,5b,T
0281,8,4f,42,e9,b1,1c,d1,4b,37,T
04d7,8,61,b0,47,5b,c7,37,91,f7,T
0457,8,10,90,db,e0,e4,1e,66,d8,T
02bb,8,01,53,c2,e5,58,79,35,1e,T
06a4,8,27,c7,bb,0f,dc,c7,23,ad,T
0028,8,80,05,f1,14,0a,7b,b3,87,T
045d,8,fd,48,86,a2,ac,fb,5f,cf,T
064e,8,c7,ee,06,ef,e6,7e,0b,ff,T
021d,8,8c,d7,dd,7f,96,01,6a,d8,T
00dd,8,00,27,31,9f,d2,5c,ea,65,T
02f7,8,5e,d0,11,5a,ee,c5,ca,a5,T
04e0,8,5b,bf,c5,d8,54,d9,b3,59,T
05c3,8,67,d9,17,6d,c2,a6,4e,4a,T
06bf,8,fb,52,8a,fe,f3,f5,5a,61,T
039a,8,b0,9f,6b,95,ba,64,ed,c8,T
04dc,8,21,32,81,0c,f6,50,4c,c7,T
00fc,8,25,1f,fe,25,35,a5,88,e2,T
00ce,8,5d,05,08,b2,1c,fa,8f,49,T
0427,8,39,06,eb,94,08,49,16,d8,T
02f2,8,2a,de,61,6b,1e,13,e1,d5,T
014a,8,7f,99,ff,94,cf,fb,3f,8f,T
053d,8,5b,04,7e,e9,83,a2,77,6c,T
01c3,8,f7,b1,f8,26,c4,6b,e2,87,T
02ac,8,08,29,57,d0,56,a4,09,a1,T
02b0,8,90,f5,d6,f0,eb,9d,33,8d,T
04e3,8,3e,ce,29,ea,ff,e6,ba,1f,T
075a,8,7f,ff,fb,ca,2c,ad,97,f7,T
04de,8,f6,aa,e3,7f,f8,28,b2,9a,T
0214,8,b2,ec,13,11,2a,15,2b,ac,T
0541,8,80,24,f7,44,ea,0b,c4,a7,T
04d3,8,33,73,55,da,6c,e9,3b,b2,T
0632,8,a0,9e,c1,40,de,74,a5,75,T
02aa,8,37,a6,a5,23,52,fb,6b,be,T
059c,8,97,0c,76,0c,8b,54,99,68,T
0615,8,eb,af,27,58,cb,19,8b,19,T
04fd,8,4d,c4,25,01,a8,77,f7,a6,T
05c6,8,33,7a,01,b7,e1,e9,ce,db,T
06ae,8,ff,5c,d6,77,fa,45,2c,52,T
03a2,8,a8,48,28,27,94,be,0d,93,T
03fa,8,47,4e,e5,38,fa,4c,9e,f7,T
0334,8,cc,63,77,a6,de,79,4c,be,T
03af,8,a6,ec,8a,79,2d,2c,61,69,T
03d1,8,2a,67,54,72,06,bd,e2,a3,T
005b,8,1a,82,eb,e1,9d,8f,d2,62,T
0583,8,43,c8,29,0f,93,c9,2c,3a,T
04d9,8,3a,f0,d5,80,5d,69,f1,0c,T
0508,8,df,df,28,a1,ef,9c,e0,51,T
0646,8,25,10,80,6f,3b,4f,86,66,T
03a9,8,df,1b,fd,dc,1b,e7,4d,f7,T
00df,8,57,79,0f,5b,08,ab,74,46,T
04e9,8,40,3f,d3,d5,14,f7,a7,b6,T
07f5,8,25,c0,07,e3,ed,66,b2,1c,T
05fa,8,0b,3c,af,97,61,d2,51,1a,T
0519,8,18,06,34,10,46,6c,c8,66,T
0429,8,72,be,06,0a,fe,bd,78,0f,T
0043,8,4c,ae,a2,74,53,56,30,67,T
06ba,8,10,75,b6,c0,2a,67,ad,3e,T
0039,8,d1,e1,90,16,d4,17,df,5b,T
01a9,8,c4,78,85,c9,09,a9,46,a4,T
0465,8,e0,4f,20,2e,03,6d,87,80,T
0647,8,bd,c5,9a,0f,6a,ab,5b,64,T
076c,8,e5,39,c7,07,44,67,be,92,T
07df,8,1f,4e,04,fa,6f,19,f3,5a,T
03b1,8,b6,8d,34,0f,96,99,b0,fc,T
0440,8,7a,fd,8b,00,10,04,c4,c0,T
0776,8,80,24,1b,7e,05,b8,ed,30,T
0463,8,a6,63,e4,8a,9f,96,86,71,T
01b7,8,44,2e,6d,10,90,6a,9c,b6,T
0528,8,d3,3d,55,70,48,a4,76,f0,T
02c1,8,b1,87,e7,42,27,7e,9a,6b,T
00d2,8,31,2a,b7,71,c1,68,74,bc,T
056d,8,f9,70,63,10,03,b5,6d,f7,T
063b,8,a6,7c,4a,da,0d,62,e4,47,T
07dd,8,ed,17,ac,8b,b5,7c,18,ca,T
00de,8,e2,95,f2,f5,8e,f0,79,62,T
03f5,8,b8,da,31,ea,14,b4,a6,a3,T
04d7,8,01,b0,73,10,da,82,bc,86,T
0402,8,37,ee,99,9f,11,f3,47,53,T
04ac,8,9c,4a,c6,26,8f,ed,b1,11,T
0541,8,be,e7,f4,e5,3f,79,62,c1,T
02da,8,9e,8d,5e,2f,02,35,09,2a,T
011c,8,20,8a,9c,f3,f1,5c,db,3c,T
04ff,8,67,fd,f9,a8,ab,e0,6d,72,T
06b8,8,66,80,10,3e,29,f1,7c,5b,T
049b,8,31,af,6a,49,9d,bc,46,52,T
02e9,8,2d,2d,a2,fd,70,e5,5f,c1,T
069b,8,10,4b,0f,ce,31,e5,f2,5f,T
0270,8,1b,3f,fc,84,8d,85,d7,8f,T
0232,8,63,cb,d8,37,ab,cd,f2,90,T
0150,8,d8,8c,33,3d,56,c1,94,61,T
0477,8,b1,ba,d6,ce,17,5c,ef,87,T
06b0,8,a0,6f,cf,9a,23,08,f2,0a,T
056c,8,c1,2e,c3,93,00,6e,8d,74,T
07a1,8,c1,17,58,c5,d7,41,c5,e1,T
00b0,8,a6,06,18,91,c7,4a,7a,6c,T
071e,8,e7,28,09,2b,1c,ac,b9,67,T
01fd,8,1c,07,36,b9,2f,1b,08,06,T
0489,8,7b,1f,3b,d3,78,55,7c,7c,T
048a,8,d8,3f,c5,c9,d4,78,72,1e,T
0529,8,c6,c2,db,d2,e3,f4,c1,24,T
02e1,8,5c,de,30,74,71,80,9b,71,T
02be,8,57,51,40,20,42,f6,1e,b1,T
037a,8,62,f6,90,19,e5,6a,8f,df,T
05f6,8,66,b2,06,20,e8,7a,36,a4,T
059f,8,1a,c5,c2,c5,fe,a2,79,43,T
0345,8,9f,cb,f6,28,ba,3a,23,86,T
019e,8,93,30,87,6b,a3,49,1d,07,T
02fc,8,07,05,33,84,09,74,21,1d,T
07d3,8,61,8b,e8,5e,30,2c,8a,31,T
0246,8,be,06,68,c8,06,84,18,bf,T
0458,8,04,01,35,0c,2f,e2,c0,5f,T
01cb,8,23,45,2f,3f,c1,b0,ae,89,T
0237,8,6a,5b,08,70,d9,ab,07,ff,T
065d,8,88,68,3c,c2,23,9b,e4,81,T
031b,8,9b,31,ad,42,a3,fe,85,ce,T
052b,8,0f,7f,18,ce,fd,fd,f5,35,T
04d1,8,6b,fb,7c,f9,d5,c4,7f,1d,T
0746,8,6a,49,6c,99,4f,1c,50,23,T
0784,8,c7,04,34,29,68,97,1e,92,T
0087,8,26,98,35,02,fa,71,69,da,T
06bb,8,11,f4,f5,89,8c,78,00,38,T
0761,8,e0,b5,25,9d,b3,ed,32,fc,T
02ad,8,fc,79,56,f9,be,3e,72,7b,T
0502,8,0a,ae,88,3e,8c,40,f5,a2,T
048b,8,8f,cd,c4,d4,47,df,c5,08,T
006b,8,e3,d6,0b,80,8c,da,86,de,T
01a9,8,ae,ab,20,71,ed,23,60,ee,T
04aa,8,b6,11,ab,63,d9,35,00,10,T
041d,8,f6,87,bf,fe,72,eb,ba,d7,T
062f,8,0c,ca,9e,bf,d2,c4,26,a0,T
03b9,8,02,b7,70,44,a9,90,1a,f8,T
04e2,8,84,51,d9,60,71,13,b4,cd,T
0353,8,fd,75,28,12,0b,bb,d5,02,T
016d,8,58,68,cc,2c,b1,99,f4,83,T
05bb,8,7e,d4,5d,38,ce,e9,d8,07,T
061b,8,d9,d2,49,8c,b3,22,1f,e3,T
02a6,8,61,f7,18,70,d3,e3,60,98,T
0188,8,94,9d,ea,10,99,5f,2a,19,T
0061,8,fd,e0,d8,99,a0,f7,d7,e2,T
02c8,8,bf,c8,e0,25,00,27,93,c1,T
02a9,8,00,66,85,7c,ff,57,67,19,T
03d5,8,f4,b6,5e,5f,e9,41,c1,b6,T
03b6,8,fc,36,1d,f9,77,b1,51,36,T
05c6,8,25,55,4d,39,23,91,c5,db,T
055c,8,eb,08,2a,ff,c5,c6,6d,ad,T
06a0,8,3c,58,73,ae,4b,06,e4,22,T
025b,8,72,f8,c9,de,e6,ef,67,d3,T
0236,8,e7,61,25,27,11,70,23,93,T
02f9,8,f3,f5,c0,19,64,f7,30,53,T
0201,8,e1,a4,4c,d5,4c,59,7a,74,T
0613,8,48,01,40,2c,34,02,4c,c8,T
0641,8,37,03,bd,9c,39,b5,a8,12,T
0149,8,ff,7c,e3,0d,f8,c1,ff,50,T
0605,8,77,a0,f2,b0,8c,50,1e,31,T
0459,8,52,9e,fe,39,e5,67,85,b4,T
07f5,8,f3,e3,ae,0b,aa,7c,49,76,T
0110,8,f4,d6,38,d3,e2,aa,44,14,T
0080,8,7d,9f,5e,bd,fc,eb,c9,82,T
04cc,8,17,ae,8b,85,84,33,59,ae,T
07a6,8,38,79,82,84,3e,b0,57,34,T
0558,8,48,a2,0d,40,c0,46,c9,b0,T
0116,8,6d,36,0e,05,d4,75,d4,9a,T
06eb,8,fd,0d,5d,f9,b6,27,ff,9e,T
00c3,8,c9,28,65,b7,bf,aa,5a,2f,T
02ec,8,ee,e0,d0,3d,fb,7c,ce,9d,T
0411,8,83,92,2c,a1,58,9c,f0,87,T
025b,8,08,1b,b0,20,61,6d,05,6c,T
0340,8,68,df,03,12,52,51,b8,39,T
0175,8,4a,4b,d4,1a,39,39,41,3c,T
0476,8,3b,bf,67,6a,65,e7,46,c3,T
0623,8,2c,77,07,14,bd,3a,14,02,T
0216,8,1c,fe,62,73,53,40,9a,ff,T
0497,8,8c,05,30,cd,41,8b,48,0b,T
0517,8,8d,44,3c,e9,60,a0,e5,86,T
07f7,8,76,ff,a9,78,15,5f,5b,9d,T
07f7,8,4b,4a,40,ca,c4,b3,f0,08,T
0378,8,95,a3,e7,28,db,ce,87,92,T
0089,8,89,e6,c9,6a,d4,39,e7,e5,T
0535,8,3f,66,a5,26,e6,f3,ac,0c,T
0628,8,44,3e,d6,d3,24,a1,c2,da,T
03c3,8,46,2b,93,74,dd,a4,51,ee,T
0515,8,89,58,54,19,1e,69,7d,38,T
0241,8,a1,35,fe,73,76,a8,d1,17,T
07d6,8,8c,d3,e4,25,23,a9,ab,4d,T
00e0,8,28,79,19,41,45,0e,42,e3,T
07a7,8,e3,8d,f8,df,58,c3,26,d8,T
0479,8,d8,fc,ba,f2,31,4e,6a,8c,T
056b,8,b7,d8,95,2f,e2,f4,92,00,T
0127,8,27,36,9d,e8,71,66,d2,61,T
0320,8,42,d8,dc,85,2b,15,45,72,T
04e3,8,4c,b4,b9,8f,ea,11,48,17,T
0139,8,6e,e5,61,4e,38,4d,51,0b,T
0055,8,84,ee,97,7a,b7,4c,32,74,T
0619,8,33,c5,6e,14,55,9b,f8,45,T
0533,8,0b,75,48,06,ca,9e,ec,bb,T
0320,8,8e,fa,cf,c6,b3,90,84,f9,T
034e,8,62,ac,78,6d,f8,8f,01,eb,T
0321,8,e2,9f,9b,6c,67,81,e5,53,T
04c2,8,d9,40,14,21,8b,92,1a,d0,T
0610,8,2e,99,29,20,4e,30,48,12,T
067f,8,b2,3d,ff,42,10,ca,4b,b9,T
0743,8,52,a8,d7,c1,56,0d,70,03,T
04b1,8,27,77,b0,75,9b,de,bb,10,T
05f4,8,be,03,ae,6f,9e,c8,57,67,T
073d,8,dc,42,a0,8e,b4,5e,27,ea,T
045c,8,10,77,11,c7,6e,68,b8,46,T
07b0,8,8a,89,8d,dd,52,c7,80,76,T
06a9,8,fd,6e,fe,4a,d9,fa,ec,b4,T
06fd,8,f8,2b,f9,ab,65,fb,6d,6d,T
0537,8,88,a7,0f,18,0e,8b,34,9b,T
0206,8,76,6b,77,c2,0c,c4,8f,62,T
0200,8,6a,b3,f3,e7,1a,f4,01,ba,T
05ae,8,e7,1e,62,4b,82,ad,1a,16,T
01f3,8,09,64,ab,ec,e7,03,44,93,T
02eb,8,26,eb,24,ca,07,db,21,9e,T
03bc,8,94,a1,db,16,a3,4a,a4,c2,T
0002,8,80,7d,57,02,cc,b3,da,47,T
01e1,8,ed,84,97,96,13,b4,d0,2d,T
06fe,8,7b,c0,fe,17,41,de,80,53,T
0540,8,d5,3c,3d,f0,ec,04,19,fa,T
0307,8,88,e7,d7,5e,ad,cd,54,96,T
0027,8,49,32,90,71,07,c9,7d,3b,T
0761,8,c9,ff,c7,b2,f4,fc,d9,31,T
04b5,8,1e,ed,cb,01,5c,cc,07,4b,T
07ce,8,ec,44,1f,6e,f1,8b,13,57,T
0680,8,d4,29,7c,7e,ea,ad,ff,bd,T
0082,8,b2,98,cc,12,0a,49,d9,f6,T
07ce,8,d6,fe,2e,16,a6,e2,f8,2d,T
03aa,8,17,f9,b4,4c,50,24,43,24,T
03c7,8,d2,97,4c,2a,e1,0f,93,a6,T
00f3,8,a8,ce,92,00,49,29,19,6b,T
052f,8,38,e8,84,f4,2c,a0,eb,a6,T
0078,8,64,c2,f9,6a,36,15,da,3d,T
0071,8,b5,12,a0,8a,8c,5d,d3,a5,T
03be,8,6e,a5,0f,dc,d9,59,f2,38,T
0708,8,d0,69,b4,3f,6a,87,7e,10,T
0398,8,e5,93,c3,32,b7,c3,3a,c3,T
03f7,8,07,7b,1f,5d,04,66,90,57,T
011f,8,e7,17,f5,0e,40,ac,c1,f2,T
00ed,8,2e,cc,b0,30,90,d1,41,ca,T
01e7,8,d0,d2,cb,60,e4,68,58,f4,T
069f,8,4b,94,21,0e,9a,93,ae,37,T
040a,8,2a,8a,dc,13,8b,3c,73,b3,T
07ba,8,38,a4,de,99,61,c2,db,fb,T
01df,8,58,43,62,06,55,34,cd,0b,T
0777,8,22,44,0b,77,82,cc,8b,b8,T
044d,8,c7,ba,61,fd,bc,38,ec,cc,T
0248,8,2d,29,1e,22,39,6c,ed,23,T
0468,8,e6,c7,1f,39,a5,02,7d,37,T
06f3,8,b8,01,41,f5,a1,79,f7,a4,T
077d,8,b6,ea,8d,4b,bb,3b,5f,c1,T
0547,8,7b,fb,10,cd,3a,b0,0c,a8,T
0351,8,e9,23,c0,ab,be,c9,7a,f3,T
034e,8,05,84,76,ae,28,45,6e,ca,T
0643,8,30,e8,bc,cc,77,be,bb,84,T
0607,8,5b,ce,23,2e,df,97,73,77,T
0386,8,93,15,32,94,b8,7b,a7,cb,T
02a3,8,d8,4b,7a,ff,fb,4c,dd,f9,T
008c,8,e3,3a,de,13,72,97,b7,f2,T
02d8,8,8c,a2,87,3f,a3,a7,85,94,T
01fd,8,c8,22,6a,6e,b4,10,3a,c7,T
01e9,8,d4,ee,8c,6f,ca,07,f8,7d,T
01f4,8,f2,45,ca,e4,78,79,16,88,T
0789,8,00,78,f4,7f,81,a6,71,dc,T
03cd,8,1a,d2,d9,42,73,eb,90,9f,T
051f,8,fe,94,01,fe,06,da,20,87,T
058e,8,0f,f5,97,4b,9e,fa,63,2f,T
02e9,8,01,06,94,3b,4b,af,e9,9c,T
0111,8,2b,8d,6f,41,ce,82,94,cc,T
05d2,8,e5,00,8f,c1,04,82,13,7a,T
06b6,8,05,a5,0c,47,03,4a,7a,29,T
01fb,8,1a,f5,29,3a,2c,90,4d,3e,T
034a,8,54,57,5e,ce,8c,70,fe,b7,T
0109,8,07,ab,0b,6d,6e,4c,18,f4,T
05cf,8,75,9f,91,90,72,61,4d,f3,T
05d5,8,62,ee,33,7f,a1,f9,f1,c7,T
03b2,8,3d,54,bb,6b,bf,a2,d1,ce,T
068f,8,e3,ba,67,ee,0f,e5,d3,e0,T
074e,8,5f,44,33,0e,f1,7c,97,9d,T
0514,8,b1,a3,23,29,27,47,c0,a5,T
05c0,8,0a,56,18,6f,fe,31,06,1d,T
0681,8,2c,a1,e9,27,6d,a1,9b,01,T
02a0,8,b4,52,cb,b9,7e,95,fb,63,T
01b8,8,05,2f,87,8f,68,c3,9c,4a,T
04ed,8,ab,14,47,22,14,5d,9a,bc,T
06e7,8,1b,5e,03,f7,fa,5b,48,5e,T
0059,8,97,0d,a8,b5,fb,77,b0,62,T
0615,8,33,fe,88,e4,dd,41,fb,0c,T
0701,8,a3,0e,76,de,ce,fb,c6,ed,T
07bf,8,ba,35,57,76,cc,58,14,a5,T
0642,8,3a,b3,05,3a,ac,5b,03,27,T
0247,8,eb,9d,52,a7,07,4d,c0,a7,T
02bf,8,31,b7,40,8e,46,d3,39,eb,T
03d6,8,9a,9c,5c,91,af,e5,22,2e,T
071e,8,98,1b,4e,62,41,86,90,3e,T
067e,8,26,0e,23,99,24,ca,44,17,T
0501,8,57,98,dc,94,c3,5f,b2,4a,T
0215,8,8a,44,2c,58,75,58,32,f9,T
0530,8,c9,fa,2f,1f,80,1b,11,f4,T
051f,8,b1,10,6e,4b,6d,d2,5b,88,T
0695,8,55,81,39,39,53,58,aa,b8,T
048c,8,9b,ef,49,3c,b0,6a,3e,a8,T
07af,8,29,0a,0c,04,dd,bc,f2,12,T
042a,8,c0,2d,90,25,4c,d3,46,63,T
01c2,8,b2,dd,80,8c,22,40,61,6b,T
00d2,8,7d,97,66,b1,ed,93,e2,c9,T
04be,8,c6,d5,5b,7a,72,bf,22,13,T
028d,8,a9,ce,0c,47,ce,75,d8,40,T
05a9,8,62,c4,c3,49,f1,3d,c6,1e,T
021a,8,cc,9c,3d,7d,bb,b5,7b,72,T
016b,8,fb,58,02,64,55,66,18,21,T
0128,8,05,eb,db,06,3b,32,26,e2,T
05d9,8,c9,ec,0b,48,7b,05,fb,14,T
00e3,8,1f,39,65,46,ab,a4,ec,d5,T
0414,8,95,65,43,13,79,bd,94,ae,T
0792,8,31,e1,f8,73,78,62,fd,99,T
0462,8,eb,c9,d6,1b,5c,5b,64,16,T
0033,8,7d,31,ae,89,ca,3c,53,73,T
02e9,8,1b,ab,c2,8b,e9,0a,e8,0f,T
00da,8,0e,18,8b,d4,66,ac,a3,cd,T
029c,8,97,c2,67,42,6f,d7,12,82,T
0708,8,6e,cb,82,ac,db,7d,68,f9,T
06eb,8,8a,5f,d5,e5,64,6c,c0,0c,T
030f,8,d5,6f,74,36,c8,e1,f8,a2,T
059d,8,71,31,5f,a3,20,f8,f5,0f,T
0222,8,33,f2,24,ae,4c,6e,79,ee,T
0009,8,48,d7,99,88,8b,fb,39,84,T
0610,8,ec,a5,5b,57,7b,12,d3,9d,T
0575,8,09,68,dd,2e,40,6a,26,fd,T
028b,8,db,a2,75,22,f0,3c,98,65,T
06ba,8,33,00,f9,1a,89,f4,ae,8f,T
0007,8,95,59,26,9f,56,4c,da,6f,T
0046,8,d9,fd,bf,48,29,da,19,32,T
0288,8,0d,37,f0,f2,22,7d,3d,27,T
046f,8,7d,6a,47,8f,1c,14,9c,db,T
04a6,8,17,87,f4,83,c2,f1,d3,a2,T
0322,8,d4,ea,eb,83,99,04,fd,af,T
02f1,8,28,d2,4d,64,97,3e,9b,3a,T
068d,8,da,35,f6,c3,9c,a7,f7,79,T
001b,8,d4,5e,52,83,ba,a7,96,a7,T
04b9,8,c0,50,f9,48,cc,e1,78,3a,T
02c4,8,fe,06,fc,64,46,43,87,28,T
0197,8,94,02,72,43,31,67,32,75,T
0068,8,d7,27,8c,52,85,a7,91,68,T
002a,8,e8,c8,87,9b,c8,36,ca,b9,T
0074,8,31,b4,50,30,c3,3b,27,4d,T
07e3,8,57,10,53,03,e6,e8,da,90,T
01f0,8,cc,05,57,e7,38,ca,63,99,T
009d,8,45,3e,11,10,6c,95,22,27,T
010e,8,be,ec,62,37,92,c3,f2,f0,T
0373,8,74,0b,42,2b,f9,70,2e,86,T
05ce,8,01,02,f2,fb,08,67,31,c5,T
0340,8,a2,ab,b2,75,94,e4,7e,c6,T
05b9,8,a8,cf,09,d0,81,07,8e,25,T
0344,8,91,4a,68,3c,32,f1,3d,b4,T
05f4,8,4c,ae,fc,c3,d5,da,03,30,T
0333,8,cf,6e,bb,35,22,94,a6,3d,T
0205,8,bf,a2,70,e3,53,17,36,47,T
066e,8,e7,6a,a8,08,3a,51,aa,71,T
00ae,8,38,88,b2,d8,44,1d,ce,19,T
0559,8,4f,6f,81,3e,0d,a6,56,ad,T
057b,8,66,3a,f8,c4,33,7e,8a,fe,T
0574,8,b5,68,44,8e,71,ef,59,25,T
0050,8,1d,b1,06,1a,60,0e,cf,5e,T
0602,8,aa,fe,14,75,55,f7,2d,c4,T
07cb,8,f8,5d,9d,b0,96,14,15,bf,T
04ad,8,4d,ca,25,86,66,84,c2,c1,T
05a1,8,6f,e3,5c,f9,c3,28,4b,01,T
029e,8,ab,cb,c0,95,12,fd,cf,ae,T
00bf,8,5c,2d,41,3c,06,a5,4f,46,T
03c5,8,94,e7,32,bd,29,4c,47,97,T
0184,8,b4,be,c1,2a,18,30,2a,2b,T
005f,8,9d,b6,e2,2e,2e,af,a6,16,T
023a,8,a3,e4,77,40,5f,bb,8b,26,T
06e5,8,0a,e6,d2,56,96,a7,02,96,T
016f,8,a8,32,7e,76,3b,36,59,53,T
05a5,8,80,de,89,7c,d4,f6,76,f3,T
000d,8,f9,2d,0a,63,a4,3c,ab,45,T
042a,8,c5,ff,d0,6d,b3,9f,7e,1a,T
077a,8,b2,74,cd,7d,d2,a2,1f,23,T
0145,8,e1,5f,f4,4e,a1,b9,dd,a7,T
0034,8,ba,31,d5,b0,b1,9e,f3,ea,T
0339,8,3c,e3,ec,5a,3c,16,3b,3c,T
06a3,8,04,0c,4f,d0,b6,91,e9,f0,T
02ea,8,d2,c8,11,a3,c9,1f,a8,5f,T
07f9,8,45,fe,8b,a6,10,5d,70,2e,T
063e,8,d3,b6,fd,b0,4f,c0,0b,9a,T
0366,8,2f,0f,9a,03,6c,77,66,e7,T
04d5,8,95,a5,05,5e,ca,13,8b,f5,T
063b,8,0b,2d,da,8d,03,03,54,a4,T
0156,8,6e,fc,fb,ca,b1,18,da,61,T
0442,8,52,a4,e4,13,3b,71,58,46,T
074a,8,23,9f,b3,ca,13,cf,a4,e3,T
00ca,8,a8,e1,d3,fd,28,5c,70,5e,T
0531,8,8b,e2,13,0d,4c,81,ac,ba,T
004d,8,7b,1a,44,97,1c,0f,a8,ee,T
0228,8,b7,53,5c,41,62,be,75,11,T
0785,8,e8,2b,96,52,c8,34,cd,83,T
01fd,8,f5,17,10,1d,52,3f,ac,e6,T
03d2,8,eb,e8,48,e0,ef,63,e7,47,T
0592,8,8c,a8,fb,43,cd,6a,08,c6,T
079e,8,dc,6e,ea,f8,83,52,a0,22,T
01c2,8,4b,8e,ca,e9,0c,7d,a7,58,T
0353,8,70,6b,ae,84,01,b2,6f,d6,T
01a9,8,04,c8,80,c9,a6,d6,83,e7,T
00e5,8,a6,e1,04,3e,57,f0,b3,64,T
038b,8,76,34,b9,66,61,ec,d6,3f,T
0374,8,42,89,0c,b6,0b,97,17,db,T
0256,8,15,1d,05,4d,1d,ee,60,dd,T
04f9,8,c8,2f,d7,df,ab,89,27,fe,T
05c8,8,48,a0,12,4e,aa,58,86,02,T
0343,8,fb,95,e0,2c,0f,57,11,b1,T
0628,8,43,c3,35,37,db,24,c5,e8,T
006d,8,ac,f6,c0,a8,77,16,1b,6e,T
03a4,8,52,76,3e,6d,c8,77,45,9e,T
003d,8,5c,85,76,ad,4a,61,d9,34,T
0004,8,5c,7f,4f,d1,97,39,9a,9a,T
075f,8,2d,9b,cc,d4,89,18,eb,1b,T
072d,8,47,0f,da,40,2e,bb,b3,23,T
0020,8,d1,c4,2c,00,05,b7,c4,21,T
03dd,8,a2,0b,85,d4,a9,dc,8b,45,T
0538,8,50,86,a0,79,49,be,8f,49,T
060c,8,bf,1e,6f,09,33,e2,e3,1b,T
01b2,8,7d,6c,38,59,cd,38,78,8f,T
02c0,8,88,2c,83,ac,bc,2e,2e,be,T
0423,8,67,77,86,8b,cd,7c,a3,47,T
00dc,8,5a,cf,d5,6d,3f,7b,f7,37,T
005f,8,8b,70,f3,a3,4f,c2,ce,59,T
0640,8,2e,0b,cf,41,bf,e3,f1,de,T
032e,8,61,d7,05,bf,92,4d,67,4b,T
0555,8,f6,53,0e,ea,32,bf,6b,72,T
004c,8,06,74,f2,e8,e6,7e,f5,c4,T
0055,8,35,83,c3,07,2a,a6,f4,4f,T
02d0,8,70,06,59,e9,25,3f,11,85,T
027c,8,01,dd,94,dd,48,f8,b2,c3,T
0461,8,55,97,40,7f,fd,49,73,e1,T
0044,8,ed,08,52,d6,bb,a8,ae,5e,T
00ba,8,43,56,95,65,ac,2f,1b,3e,T
0043,8,20,33,bb,40,08,ac,94,83,T
0679,8,f5,f4,54,dc,94,f3,bb,91,T
060f,8,bd,8e,e5,82,3d,b2,ba,7d,T
06cc,8,c4,5f,78,98,e5,9c,5a,be,T
0756,8,95,d9,46,4b,37,2f,1e,83,T
0505,8,70,3b,f5,81,cd,81,7c,ba,T
064d,8,50,0c,dd,17,45,bb,e0,4b,T
0403,8,b8,d1,84,22,23,4f,cf,3b,T
01db,8,b8,e2,99,eb,fb,a5,46,24,T
025c,8,7c,04,dd,5d,72,65,87,66,T
0667,8,24,69,d6,ac,54,3c,3f,88,T
0087,8,0a,e8,cf,00,aa,de,e6,7c,T
00ba,8,bb,ee,71,bf,44,da,b4,2f,T
02aa,8,9b,c7,5c,8f,1c,15,f9,66,T
0747,8,86,51,6f,63,75,66,89,0d,T
054b,8,37,32,59,87,54,04,99,9f,T
063a,8,01,e6,63,c0,41,38,64,a9,T
04a0,8,6b,ab,42,c1,e1,96,90,b9,T
02b1,8,ae,99,31,40,1b,7a,ca,fc,T
0650,8,48,e8,71,52,67,df,ee,0a,T
07b3,8,3a,30,43,de,cf,05,58,3a,T
038f,8,49,ce,f9,57,6a,03,bf,72,T
06d6,8,12,5e,a4,5d,84,62,b5,75,T
0533,8,4c,ac,6e,78,91,33,a1,06,T
03ea,8,28,6d,5b,ae,66,0d,81,7f,T
02e0,8,e0,8b,f2,51,23,59,2b,e6,T
0151,8,6f,d5,ec,94,53,0e,3f,8f,T
03f2,8,6f,fe,3e,93,3b,7f,c4,8a,T
0381,8,0e,a8,4a,46,69,06,4c,04,T
