02a0,8,04,00,99,1d,97,02,bd,00,R
0329,8,40,bc,7f,14,11,20,00,14,R
0545,8,d8,59,00,88,00,00,00,00,R
043f,8,10,40,60,ff,7d,da,08,00,R
0350,8,05,20,84,68,78,00,00,b1,R
0370,8,00,20,00,00,00,00,00,00,R
0440,8,ff,00,00,00,ff,da,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,06,0d,3e,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,16,80,00,ff,05,80,0d,a7,R
0131,8,e9,7f,00,00,3b,7f,0d,9d,R
0140,8,00,00,00,00,08,21,2d,39,R
0316,8,05,22,88,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,67,1b,R
02a0,8,24,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,17,R
0329,8,86,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,89,00,00,00,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
0350,8,05,20,94,68,79,00,00,a0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d9,08,00,R
0440,8,ff,00,00,00,ff,d9,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,06,0e,19,R
0130,8,11,80,00,ff,26,80,0e,b2,R
0131,8,ee,7f,00,00,47,7f,0e,76,R
0140,8,00,00,00,00,0a,22,2e,c9,R
0316,8,05,22,88,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,67,2c,R
02a0,8,44,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,e8,R
0329,8,86,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,88,00,00,00,00,R
0690,8,00,00,00,00,a0,02,00,00,R
0350,8,05,20,a4,68,79,00,00,90,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,db,08,00,R
0440,8,ff,00,00,00,ff,db,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,06,0f,04,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,0f,80,00,ff,34,80,0f,0c,R
0131,8,f7,7f,00,00,41,7f,0f,58,R
0140,8,00,00,00,00,0c,32,2f,65,R
0316,8,05,22,88,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,67,3d,R
02a0,8,64,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,f9,R
0329,8,86,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,87,00,00,00,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
0350,8,05,20,b4,68,79,00,00,80,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,de,08,00,R
0440,8,ff,00,00,00,ff,de,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,06,00,bf,R
0130,8,0e,80,00,ff,20,80,00,f4,R
0131,8,fb,7f,00,00,30,7f,00,9f,R
0140,8,00,00,00,00,0e,22,20,69,R
0316,8,05,22,88,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,67,0a,R
02a0,8,04,00,99,1d,97,02,bd,00,R
0329,8,86,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,ca,R
0545,8,d8,00,00,87,00,00,00,00,R
0350,8,05,20,c4,68,79,00,00,f0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,de,08,00,R
0440,8,ff,00,00,00,ff,de,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
05f0,2,00,00,R
0002,8,00,00,00,00,00,06,01,a2,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,0b,80,00,ff,ff,7f,01,a2,R
0131,8,f7,7f,00,00,2d,7f,01,a4,R
0140,8,00,00,00,00,10,29,21,eb,R
0316,8,05,22,80,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,67,1b,R
02a0,8,24,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,db,R
0329,8,86,bc,7f,14,11,20,00,14,R
0545,8,d8,59,00,88,00,00,00,00,R
043f,8,10,40,60,ff,7d,dc,08,00,R
0350,8,05,20,d4,68,78,00,00,e1,R
0370,8,00,20,00,00,00,00,00,00,R
0440,8,ff,00,00,00,ff,dc,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,06,02,85,R
0130,8,09,80,00,ff,f5,7f,02,30,R
0131,8,f7,7f,00,00,45,7f,02,df,R
0140,8,00,00,00,00,12,00,22,ac,R
0316,8,05,22,80,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,6a,29,R
02a0,8,44,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,ac,R
0329,8,86,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,88,00,00,00,00,R
0350,8,05,20,e4,68,79,00,00,d0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,db,08,00,R
0440,8,ff,00,00,00,ff,db,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,07,03,d4,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,0b,80,00,ff,09,80,03,54,R
0131,8,09,80,00,00,5b,7f,03,72,R
0140,8,00,00,00,00,02,20,23,dc,R
0316,8,05,22,80,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,6a,3a,R
02a0,8,64,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,bd,R
0329,8,86,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,89,00,00,00,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
0350,8,05,20,f4,68,79,00,00,c0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,db,08,00,R
0440,8,ff,00,00,00,ff,db,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,07,04,87,R
0130,8,0e,80,00,ff,1a,80,04,a7,R
0131,8,09,80,00,00,5e,7f,04,a8,R
0140,8,00,00,00,00,04,00,24,ff,R
0316,8,05,22,80,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,6a,07,R
02a0,8,04,00,99,1d,97,02,bd,00,R
0329,8,86,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,8e,R
0545,8,d8,00,00,87,00,00,00,00,R
0350,8,05,20,04,68,79,00,00,30,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,db,08,00,R
0440,8,ff,00,00,00,ff,db,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
00a0,8,5d,85,80,09,00,1f,02,00,R
00a1,8,7d,89,00,00,24,00,00,00,R
0002,8,00,00,00,00,00,08,05,39,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,12,80,00,ff,0d,80,05,2a,R
0131,8,12,80,00,00,51,7f,05,bf,R
0140,8,00,00,00,00,02,12,25,cb,R
0316,8,05,22,80,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,6a,18,R
02a0,8,24,00,99,1d,97,02,bd,00,R
0329,8,dc,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,9f,R
0545,8,d8,00,00,86,00,00,00,00,R
0350,8,05,20,14,68,79,00,00,20,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,dc,08,00,R
0440,8,ff,00,00,00,ff,dc,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
05f0,2,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,06,1e,R
0130,8,15,80,00,ff,fa,7f,06,c0,R
0131,8,09,80,00,00,46,7f,06,86,R
0140,8,00,00,00,00,04,0f,26,66,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8f,6a,29,R
02a0,8,44,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,60,R
0329,8,dc,bc,7f,14,11,20,00,14,R
0545,8,d8,59,00,88,00,00,00,00,R
043f,8,10,40,60,ff,7d,da,08,00,R
0350,8,05,20,24,68,78,00,00,11,R
0370,8,00,20,00,00,00,00,00,00,R
0440,8,ff,00,00,00,ff,da,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,08,07,03,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,15,80,00,ff,06,80,07,1e,R
0131,8,00,80,00,00,4a,7f,07,1e,R
0140,8,00,00,00,00,06,02,27,43,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,19,22,23,30,08,8f,6f,35,R
02a0,8,64,00,99,1d,97,02,bd,00,R
0329,8,dc,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,71,R
0545,8,d8,00,00,88,00,00,00,00,R
0350,8,05,20,34,68,79,00,00,00,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d7,08,00,R
0440,8,ff,00,00,00,ff,d7,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,08,b8,R
0130,8,12,80,00,ff,2a,80,08,11,R
0131,8,f7,7f,00,00,4b,7f,08,04,R
0140,8,00,00,00,00,08,05,28,08,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,23,30,08,8f,6f,01,R
02a0,8,04,00,99,1d,97,02,bd,00,R
0329,8,dc,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,42,R
0545,8,d8,00,00,87,00,00,00,00,R
0690,8,00,00,01,00,a0,02,00,00,R
0350,8,05,20,44,68,79,00,00,70,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d6,08,00,R
0440,8,ff,00,00,00,ff,d6,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,08,09,a5,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,11,80,00,ff,36,80,09,f9,R
0131,8,f7,7f,00,00,41,7f,09,16,R
0140,8,00,00,00,00,0a,12,29,5b,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,23,30,08,8e,6f,13,R
02a0,8,24,00,99,1d,97,02,bd,00,R
0329,8,dc,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,53,R
0545,8,d8,00,00,86,00,00,00,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
0350,8,05,20,54,68,79,00,00,60,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d8,08,00,R
0440,8,ff,00,00,00,ff,d8,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,0a,82,R
0130,8,0f,80,00,ff,1a,80,0a,5c,R
0131,8,fb,7f,00,00,30,7f,0a,4d,R
0140,8,00,00,00,00,0c,14,2a,cc,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,23,30,08,8e,6f,24,R
02a0,8,44,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,24,R
0329,8,dc,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,87,00,00,00,00,R
0350,8,05,20,64,68,79,00,00,50,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d7,08,00,R
0440,8,ff,00,00,00,ff,d7,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
05f0,2,00,00,R
0002,8,00,00,00,00,00,08,0b,9f,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,11,80,00,ff,f9,7f,0b,a4,R
0131,8,09,80,00,00,29,7f,0b,d1,R
0140,8,00,00,00,00,0e,33,2b,5e,R
0316,8,05,22,68,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,23,30,08,8e,6f,35,R
02a0,8,64,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,35,R
0329,8,dc,bc,7f,14,11,20,00,14,R
0545,8,d8,59,00,88,00,00,00,00,R
043f,8,10,40,60,ff,7d,d3,08,00,R
0350,8,05,20,74,68,79,00,00,40,R
0370,8,00,20,00,00,00,00,00,00,R
0440,8,ff,00,00,00,ff,d3,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,0c,cc,R
0130,8,15,80,00,ff,f2,7f,0c,1e,R
0131,8,0e,80,00,00,34,7f,0c,91,R
0140,8,00,00,00,00,10,02,2c,91,R
0316,8,05,23,68,09,23,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,23,23,30,08,8e,70,01,R
02a0,8,04,00,99,1d,97,02,bd,00,R
0329,8,dc,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,06,R
0545,8,d8,00,00,88,00,00,00,00,R
0350,8,05,20,84,68,79,00,00,b0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d0,08,00,R
0440,8,ff,00,00,00,ff,d0,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,08,0d,d1,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,18,80,00,ff,06,80,0d,2a,R
0131,8,0e,80,00,00,41,7f,0d,4d,R
0140,8,00,00,00,00,12,0f,2d,b4,R
0316,8,05,23,68,09,23,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,23,23,30,08,8e,70,12,R
02a0,8,24,00,99,1d,97,02,bd,00,R
0329,8,0c,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,17,R
0545,8,d8,00,00,88,00,00,00,00,R
0350,8,05,20,94,68,79,00,00,a0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d0,08,00,R
0440,8,ff,00,00,00,ff,d0,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,0e,f6,R
0130,8,1d,80,00,ff,15,80,0e,ad,R
0131,8,12,80,00,00,4a,7f,0e,e8,R
0140,8,00,00,00,00,14,13,2e,55,R
0316,8,05,23,68,09,23,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,23,23,30,08,8e,70,23,R
02a0,8,44,00,99,1d,97,02,bd,00,R
0329,8,0c,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,e8,R
0545,8,d8,00,00,88,00,00,00,00,R
0350,8,05,20,a4,68,79,00,00,90,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d1,08,00,R
0440,8,ff,00,00,00,ff,d1,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
00a0,8,5e,85,68,09,00,1f,02,00,R
00a1,8,7e,89,00,00,24,00,00,00,R
0002,8,00,00,00,00,00,08,0f,eb,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,1d,80,00,ff,02,80,0f,22,R
0131,8,00,80,00,00,4c,7f,0f,f3,R
0140,8,00,00,00,00,16,03,2f,ff,R
0316,8,05,23,68,09,23,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,23,23,30,08,8e,70,34,R
02a0,8,64,00,99,1d,97,02,bd,00,R
0329,8,0c,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,f9,R
0545,8,d8,00,00,86,00,00,00,00,R
0350,8,05,20,b4,68,79,00,00,80,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d1,08,00,R
0440,8,ff,00,00,00,ff,d1,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
05f0,2,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,00,50,R
0130,8,15,80,00,ff,ec,7f,00,93,R
0131,8,e5,7f,00,00,51,7f,00,f8,R
0140,8,00,00,00,00,18,08,20,c3,R
0316,8,05,23,70,09,23,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,23,23,30,08,8e,70,01,R
02a0,8,04,00,99,1d,97,02,bd,00,R
02b0,5,fe,ff,00,07,ca,R
0329,8,0c,bc,7f,14,11,20,00,14,R
0545,8,d8,59,00,88,00,00,00,00,R
0350,8,05,20,c4,68,79,00,00,f0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,cf,08,00,R
0440,8,ff,00,00,00,ff,cf,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,08,01,4d,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,0d,80,00,ff,fe,7f,01,fe,R
0131,8,db,7f,00,00,4f,7f,01,23,R
0140,8,00,00,00,00,1a,33,21,92,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,19,22,23,30,08,8e,70,14,R
02a0,8,24,00,99,1d,97,02,bd,00,R
0329,8,0c,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,db,R
0545,8,d8,00,00,88,00,00,00,00,R
0350,8,05,20,d4,68,78,00,00,e1,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,cb,08,00,R
0440,8,ff,00,00,00,ff,cb,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,02,6a,R
0130,8,07,80,00,ff,2c,80,02,4b,R
0131,8,e9,7f,00,00,42,7f,02,ed,R
0140,8,00,00,00,00,1c,07,22,5c,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,19,22,23,30,08,8e,70,25,R
02a0,8,44,00,99,1d,97,02,bd,00,R
0329,8,0c,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,ac,R
0545,8,d8,00,00,88,00,00,00,00,R
0690,8,00,00,01,00,a0,02,00,00,R
0350,8,05,20,e4,68,79,00,00,d0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,cb,08,00,R
0440,8,ff,00,00,00,ff,cb,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,08,03,77,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,09,80,00,ff,34,80,03,43,R
0131,8,09,80,00,00,34,7f,03,a4,R
0140,8,00,00,00,00,1e,0d,23,80,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,19,22,23,30,08,8e,70,36,R
02a0,8,64,00,99,1d,97,02,bd,00,R
0329,8,0c,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,86,00,00,00,00,R
02b0,5,fe,ff,00,07,bd,R
0350,8,05,20,f4,68,79,00,00,c0,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,cf,08,00,R
0440,8,ff,00,00,00,ff,cf,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,04,24,R
0130,8,10,80,00,ff,07,80,04,82,R
0131,8,1b,80,00,00,2b,7f,04,6a,R
0140,8,00,00,00,00,20,02,24,51,R
0316,8,05,22,70,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,19,22,23,30,08,8e,70,03,R
02a0,8,04,00,99,1d,97,02,bd,00,R
0329,8,0c,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,87,00,00,00,00,R
02b0,5,fe,ff,00,07,8e,R
0350,8,05,20,04,68,79,00,00,30,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d0,08,00,R
0440,8,ff,00,00,00,ff,d0,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
05f0,2,00,00,R
0002,8,00,00,00,00,00,08,05,39,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,13,80,00,ff,e0,7f,05,23,R
0131,8,12,80,00,00,2d,7f,05,fd,R
0140,8,00,00,00,00,22,08,25,8d,R
0316,8,05,22,78,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,19,22,23,30,08,8e,70,14,R
02a0,8,24,00,99,1d,97,02,bd,00,R
0329,8,40,bc,7f,14,11,20,00,14,R
0545,8,d8,59,00,88,00,00,00,00,R
02b0,5,fe,ff,00,07,9f,R
0350,8,05,20,14,68,79,00,00,20,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,ce,08,00,R
0440,8,ff,00,00,00,ff,ce,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,08,06,1e,R
0130,8,13,80,00,ff,da,7f,06,23,R
0131,8,00,80,00,00,39,7f,06,c7,R
0140,8,00,00,00,00,24,00,26,f5,R
0316,8,05,22,78,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8e,6d,27,R
02a0,8,44,00,99,1d,97,02,bd,00,R
0329,8,40,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,60,R
0545,8,d8,00,00,88,00,00,00,00,R
0350,8,05,20,24,68,79,00,00,10,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,cb,08,00,R
0440,8,ff,00,00,00,ff,cb,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
0002,8,00,00,00,00,00,09,07,4f,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,10,80,00,ff,ed,7f,07,7b,R
0131,8,f2,7f,00,00,3e,7f,07,4a,R
0140,8,00,00,00,00,02,27,27,51,R
0316,8,05,22,78,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8e,6d,38,R
02a0,8,64,00,99,1d,97,02,bd,00,R
0329,8,40,bc,7f,14,11,20,00,14,R
02b0,5,fe,ff,00,07,71,R
0545,8,d8,00,00,88,00,00,00,00,R
0350,8,05,20,34,68,79,00,00,00,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,cc,08,00,R
0440,8,ff,00,00,00,ff,cc,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
02c0,8,15,00,00,00,00,00,00,00,R
0430,8,00,00,00,00,00,00,00,00,R
04b1,8,29,27,27,23,00,00,00,9a,R
01f1,8,08,00,00,00,00,00,00,00,R
0153,8,00,21,10,ff,00,ff,00,00,R
0002,8,00,00,00,00,00,09,08,f4,R
0130,8,0e,80,00,ff,fc,7f,08,ef,R
0131,8,f7,7f,00,00,38,7f,08,c0,R
0140,8,00,00,00,00,04,20,28,16,R
0316,8,05,22,78,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8e,6d,05,R
02a0,8,04,00,99,1d,97,02,bd,00,R
0329,8,40,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,87,00,00,00,00,R
02b0,5,fe,ff,00,07,42,R
0350,8,05,20,44,68,79,00,00,70,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d2,08,00,R
0440,8,ff,00,00,00,ff,d2,08,00,R
02c0,8,15,00,00,00,00,00,00,00,R
00a0,8,5d,85,78,09,00,1f,02,00,R
00a1,8,7e,89,00,00,24,00,00,00,R
0002,8,00,00,00,00,00,09,09,e9,R
0153,8,00,21,10,ff,00,ff,00,00,R
0130,8,0e,80,00,ff,f8,7f,09,f4,R
0131,8,00,80,00,00,30,7f,09,ff,R
0140,8,00,00,00,00,06,21,29,44,R
0316,8,05,22,78,09,22,21,00,6f,R
018f,8,fe,59,00,00,00,3c,00,00,R
0260,8,1a,22,22,30,08,8e,6d,16,R
02a0,8,24,00,99,1d,97,02,bd,00,R
0329,8,40,bc,7f,14,11,20,00,14,R
0545,8,d8,00,00,87,00,00,00,00,R
02b0,5,fe,ff,00,07,53,R
0350,8,05,20,54,68,79,00,00,60,R
0370,8,00,20,00,00,00,00,00,00,R
043f,8,10,40,60,ff,7d,d4,08,00,R
0440,8,ff,00,00,00,ff,d4,08,00,R
04f0,8,00,00,00,80,00,67,d1,13,R
